,filename,i1,j1
3068,output23_40_0,6,7
3069,output23_40_1,16,5
3070,output23_41_0,6,7
3071,output23_41_1,17,3
3072,output23_42_0,7,11
3073,output23_42_1,17,4
3074,output23_43_0,7,12
3075,output23_43_1,18,2
3076,output23_44_0,6,11
3077,output23_44_1,18,3
3078,output23_45_0,6,11
3079,output23_45_1,18,3
3080,output23_46_0,17,5
3081,output23_46_1,17,4
3082,output23_47_0,17,5
3083,output23_47_1,17,5
3084,output23_48_0,18,4
3085,output23_48_1,16,5
3086,output23_49_0,17,5
3087,output23_49_1,15,5
3088,output23_4_0,13,17
3089,output23_4_1,5,15
3090,output23_50_0,17,5
3091,output23_50_1,15,8
3092,output23_51_0,18,6
3093,output23_51_1,15,6
3094,output23_52_0,17,5
3095,output23_52_1,16,9
3096,output23_53_0,18,9
3097,output23_53_1,14,4
3098,output23_54_0,18,6
3099,output23_54_1,14,4
3100,output23_55_0,17,9
3101,output23_55_1,13,1
3102,output23_56_0,18,10
3103,output23_56_1,14,7
3104,output23_57_0,17,13
3105,output23_57_1,12,7
3106,output23_58_0,17,13
3107,output23_58_1,14,9
3108,output23_59_0,18,13
3109,output23_59_1,14,9
3110,output23_5_0,14,15
3111,output23_5_1,6,14
3112,output23_60_0,18,13
3113,output23_60_1,12,7
3114,output23_61_0,18,13
3115,output23_61_1,13,7
3116,output23_62_0,18,13
3117,output23_62_1,12,7
3118,output23_63_0,18,17
3119,output23_63_1,15,10
3120,output23_64_0,18,17
3121,output23_64_1,12,9
3122,output23_65_0,18,17
3123,output23_65_1,12,10
3124,output23_66_0,14,17
3125,output23_66_1,12,7
3126,output23_67_0,15,10
3127,output23_67_1,12,7
3128,output23_68_0,16,10
3129,output23_68_1,12,7
3130,output23_69_0,16,10
3131,output23_69_1,12,9
3132,output23_6_0,6,14
3133,output23_6_1,6,14
3134,output23_70_0,15,10
3135,output23_70_1,12,10
3136,output23_71_0,16,13
3137,output23_71_1,13,12
3138,output23_72_0,15,13
3139,output23_72_1,13,12
3140,output23_73_0,15,15
3141,output23_73_1,13,13
3142,output23_74_0,2,10
3143,output23_74_1,13,13
3144,output23_75_0,2,10
3145,output23_75_1,13,17
3146,output23_76_0,6,11
3147,output23_76_1,13,17
3148,output23_77_0,6,11
3149,output23_77_1,11,17
3150,output23_78_0,6,14
3151,output23_78_1,13,18
3152,output23_79_0,6,14
3153,output23_79_1,13,18
3154,output23_7_0,6,15
3155,output23_7_1,6,11
3156,output23_80_0,6,14
3157,output23_80_1,12,18
3158,output23_81_0,10,10
3159,output23_81_1,6,11
3160,output23_82_0,10,13
3161,output23_82_1,6,11
3162,output23_83_0,10,13
3163,output23_83_1,6,11
3164,output23_84_0,11,15
3165,output23_84_1,7,14
3166,output23_85_0,14,12
3167,output23_85_1,7,14
3168,output23_86_0,15,10
3169,output23_86_1,6,15
3170,output23_87_0,15,10
3171,output23_87_1,5,16
3172,output23_88_0,16,12
3173,output23_88_1,4,16
3174,output23_89_0,16,13
3175,output23_89_1,12,9
3176,output23_8_0,0,10
3177,output23_8_1,6,11
3178,output23_90_0,16,13
3179,output23_90_1,4,16
3180,output23_91_0,16,13
3181,output23_91_1,16,12
3182,output23_92_0,18,17
3183,output23_92_1,13,13
3184,output23_93_0,18,17
3185,output23_93_1,14,15
3186,output23_94_0,18,17
3187,output23_94_1,14,10
3188,output23_95_0,18,17
3189,output23_95_1,13,17
3190,output23_96_0,18,17
3191,output23_96_1,13,17
3192,output23_97_0,18,17
3193,output23_97_1,16,13
3194,output23_98_0,18,17
3195,output23_98_1,17,8
3196,output23_99_0,18,18
3197,output23_99_1,16,9
3198,output23_9_0,0,10
3199,output23_9_1,5,12
3200,output24_0_0,10,13
3201,output24_0_1,10,18
3202,output24_10_0,2,10
3203,output24_10_1,7,14
3204,output24_11_0,2,11
3205,output24_11_1,3,12
3206,output24_12_0,2,11
3207,output24_12_1,1,7
3208,output24_13_0,9,18
3209,output24_13_1,2,7
3210,output24_14_0,9,18
3211,output24_14_1,1,7
3212,output24_15_0,9,18
3213,output24_15_1,1,9
3214,output24_16_0,9,18
3215,output24_16_1,1,9
3216,output24_17_0,9,18
3217,output24_17_1,1,9
3218,output24_18_0,10,18
3219,output24_18_1,2,11
3220,output24_19_0,2,18
3221,output24_19_1,1,9
3222,output24_1_0,10,13
3223,output24_1_1,10,18
3224,output24_20_0,13,17
3225,output24_20_1,0,12
3226,output24_21_0,7,2
3227,output24_21_1,0,2
3228,output24_22_0,4,2
3229,output24_22_1,0,3
3230,output24_23_0,7,0
3231,output24_23_1,0,3
3232,output24_24_0,4,2
3233,output24_24_1,4,0
3234,output24_25_0,7,0
3235,output24_25_1,7,0
3236,output24_26_0,7,2
3237,output24_26_1,5,2
3238,output24_27_0,7,2
3239,output24_27_1,5,2
3240,output24_28_0,7,2
3241,output24_28_1,5,2
3242,output24_29_0,9,2
3243,output24_29_1,4,2
3244,output24_2_0,10,13
3245,output24_2_1,4,18
3246,output24_30_0,9,2
3247,output24_30_1,12,1
3248,output24_31_0,7,5
3249,output24_31_1,12,2
3250,output24_32_0,9,6
3251,output24_32_1,16,1
3252,output24_33_0,8,7
3253,output24_33_1,15,3
3254,output24_34_0,8,7
3255,output24_34_1,14,4
3256,output24_35_0,8,7
3257,output24_35_1,16,0
3258,output24_36_0,8,8
3259,output24_36_1,16,4
3260,output24_37_0,8,8
3261,output24_37_1,16,4
3262,output24_38_0,8,9
3263,output24_38_1,16,5
3264,output24_39_0,8,9
3265,output24_39_1,16,4
3266,output24_3_0,11,15
3267,output24_3_1,4,16
3268,output24_40_0,6,11
3269,output24_40_1,16,5
3270,output24_41_0,6,7
3271,output24_41_1,15,9
3272,output24_42_0,7,9
3273,output24_42_1,14,10
3274,output24_43_0,7,9
3275,output24_43_1,14,10
3276,output24_44_0,7,10
3277,output24_44_1,14,2
3278,output24_45_0,6,11
3279,output24_45_1,17,3
3280,output24_46_0,8,15
3281,output24_46_1,17,4
3282,output24_47_0,7,14
3283,output24_47_1,17,5
3284,output24_48_0,17,3
3285,output24_48_1,17,5
3286,output24_49_0,18,3
3287,output24_49_1,14,5
3288,output24_4_0,13,17
3289,output24_4_1,6,14
3290,output24_50_0,18,3
3291,output24_50_1,18,7
3292,output24_51_0,17,5
3293,output24_51_1,13,2
3294,output24_52_0,17,5
3295,output24_52_1,15,8
3296,output24_53_0,17,5
3297,output24_53_1,14,4
3298,output24_54_0,16,5
3299,output24_54_1,6,11
3300,output24_55_0,15,8
3301,output24_55_1,6,11
3302,output24_56_0,15,9
3303,output24_56_1,14,7
3304,output24_57_0,17,9
3305,output24_57_1,7,14
3306,output24_58_0,16,10
3307,output24_58_1,15,5
3308,output24_59_0,17,13
3309,output24_59_1,15,5
3310,output24_5_0,15,15
3311,output24_5_1,7,14
3312,output24_60_0,18,13
3313,output24_60_1,12,9
3314,output24_61_0,18,13
3315,output24_61_1,13,7
3316,output24_62_0,16,15
3317,output24_62_1,12,7
3318,output24_63_0,16,15
3319,output24_63_1,15,10
3320,output24_64_0,17,5
3321,output24_64_1,15,10
3322,output24_65_0,16,8
3323,output24_65_1,14,9
3324,output24_66_0,14,17
3325,output24_66_1,14,10
3326,output24_67_0,17,9
3327,output24_67_1,14,8
3328,output24_68_0,15,10
3329,output24_68_1,13,10
3330,output24_69_0,17,13
3331,output24_69_1,12,9
3332,output24_6_0,10,18
3333,output24_6_1,7,14
3334,output24_70_0,17,13
3335,output24_70_1,13,10
3336,output24_71_0,17,13
3337,output24_71_1,13,12
3338,output24_72_0,17,13
3339,output24_72_1,13,12
3340,output24_73_0,15,15
3341,output24_73_1,13,13
3342,output24_74_0,2,11
3343,output24_74_1,13,13
3344,output24_75_0,6,11
3345,output24_75_1,13,17
3346,output24_76_0,3,12
3347,output24_76_1,13,17
3348,output24_77_0,6,11
3349,output24_77_1,13,17
3350,output24_78_0,7,14
3351,output24_78_1,13,18
3352,output24_79_0,7,14
3353,output24_79_1,13,17
3354,output24_7_0,7,14
3355,output24_7_1,7,11
3356,output24_80_0,11,10
3357,output24_80_1,13,18
3358,output24_81_0,10,9
3359,output24_81_1,13,17
3360,output24_82_0,11,10
3361,output24_82_1,6,11
3362,output24_83_0,12,13
3363,output24_83_1,6,11
3364,output24_84_0,14,12
3365,output24_84_1,8,14
3366,output24_85_0,15,10
3367,output24_85_1,8,14
3368,output24_86_0,15,10
3369,output24_86_1,7,14
3370,output24_87_0,15,10
3371,output24_87_1,9,16
3372,output24_88_0,17,13
3373,output24_88_1,9,16
3374,output24_89_0,17,13
3375,output24_89_1,9,16
3376,output24_8_0,4,16
3377,output24_8_1,6,11
3378,output24_90_0,17,13
3379,output24_90_1,9,18
3380,output24_91_0,17,13
3381,output24_91_1,17,9
3382,output24_92_0,18,16
3383,output24_92_1,16,9
3384,output24_93_0,18,16
3385,output24_93_1,12,15
3386,output24_94_0,18,17
3387,output24_94_1,12,15
3388,output24_95_0,18,17
3389,output24_95_1,13,17
3390,output24_96_0,16,17
3391,output24_96_1,13,17
3392,output24_97_0,16,18
3393,output24_97_1,17,13
3394,output24_98_0,18,17
3395,output24_98_1,6,8
3396,output24_99_0,10,18
3397,output24_99_1,6,9
3398,output24_9_0,1,15
3399,output24_9_1,6,14
3400,output25_0_0,10,13
3401,output25_0_1,10,18
3402,output25_10_0,2,10
3403,output25_10_1,7,14
3404,output25_11_0,2,11
3405,output25_11_1,8,14
3406,output25_12_0,3,12
3407,output25_12_1,3,8
3408,output25_13_0,3,18
3409,output25_13_1,3,8
3410,output25_14_0,2,16
3411,output25_14_1,3,8
3412,output25_15_0,9,18
3413,output25_15_1,1,7
3414,output25_16_0,9,18
3415,output25_16_1,1,7
3416,output25_17_0,9,18
3417,output25_17_1,1,7
3418,output25_18_0,9,18
3419,output25_18_1,2,10
3420,output25_19_0,10,18
3421,output25_19_1,2,10
3422,output25_1_0,10,13
3423,output25_1_1,13,17
3424,output25_20_0,2,18
3425,output25_21_0,13,17
3426,output25_22_0,7,2
3427,output25_23_0,7,2
3428,output25_24_0,7,2
3429,output25_25_0,7,2
3430,output25_26_0,7,2
3431,output25_27_0,9,2
3432,output25_28_0,9,2
3433,output25_29_0,9,2
3434,output25_2_0,12,13
3435,output25_30_0,11,2
3436,output25_31_0,11,2
3437,output25_32_0,9,3
3438,output25_33_0,9,5
3439,output25_34_0,8,7
3440,output25_35_0,8,7
3441,output25_36_0,9,8
3442,output25_37_0,9,8
3443,output25_38_0,8,9
3444,output25_39_0,8,9
3445,output25_3_0,15,13
3446,output25_40_0,8,7
3447,output25_41_0,8,7
3448,output25_42_0,8,14
3449,output25_43_0,7,9
3450,output25_44_0,8,10
3451,output25_45_0,8,10
3452,output25_46_0,8,14
3453,output25_47_0,8,14
3454,output25_48_0,8,14
3455,output25_49_0,18,3
3456,output25_4_0,15,15
3457,output25_50_0,17,4
3458,output25_51_0,17,5
3459,output25_52_0,5,14
3460,output25_53_0,17,5
3461,output25_54_0,16,5
3462,output25_55_0,16,5
3463,output25_56_0,16,8
3464,output25_57_0,16,9
3465,output25_58_0,16,9
3466,output25_59_0,16,10
3467,output25_5_0,16,15
3468,output25_60_0,17,13
3469,output25_61_0,15,12
3470,output25_62_0,16,13
3471,output25_63_0,18,5
3472,output25_64_0,18,9
3473,output25_65_0,18,10
3474,output25_66_0,17,5
3475,output25_67_0,17,9
3476,output25_68_0,16,9
3477,output25_69_0,16,10
3478,output25_6_0,15,15
3479,output25_70_0,18,13
3480,output25_71_0,17,13
3481,output25_72_0,17,13
3482,output25_73_0,1,9
3483,output25_74_0,2,11
3484,output25_75_0,6,11
3485,output25_76_0,5,12
3486,output25_77_0,12,7
3487,output25_78_0,8,14
3488,output25_79_0,12,9
3489,output25_7_0,10,18
3490,output25_80_0,11,9
3491,output25_81_0,7,15
3492,output25_82_0,11,10
3493,output25_83_0,12,12
3494,output25_84_0,14,12
3495,output25_85_0,16,12
3496,output25_86_0,16,13
3497,output25_87_0,17,13
3498,output25_88_0,17,13
3499,output25_89_0,16,13
3500,output25_8_0,9,16
3501,output25_90_0,17,13
3502,output25_91_0,17,13
3503,output25_92_0,18,16
3504,output25_93_0,18,16
3505,output25_94_0,18,17
3506,output25_95_0,18,17
3507,output25_96_0,16,17
3508,output25_97_0,16,17
3509,output25_98_0,14,18
3510,output25_99_0,13,18
3511,output25_9_0,9,16
3512,output26_0_0,10,10
3513,output26_10_0,3,12
3514,output26_11_0,3,12
3515,output26_12_0,3,12
3516,output26_13_0,4,16
3517,output26_14_0,5,14
3518,output26_15_0,4,15
3519,output26_16_0,4,16
3520,output26_17_0,3,18
3521,output26_18_0,9,18
3522,output26_19_0,10,18
3523,output26_1_0,12,12
3524,output26_20_0,10,18
3525,output26_21_0,5,0
3526,output26_22_0,7,2
3527,output26_23_0,7,2
3528,output26_24_0,7,2
3529,output26_25_0,7,2
3530,output26_26_0,11,0
3531,output26_27_0,11,2
3532,output26_28_0,11,2
3533,output26_29_0,11,2
3534,output26_2_0,10,13
3535,output26_30_0,11,2
3536,output26_31_0,12,1
3537,output26_32_0,12,2
3538,output26_33_0,11,7
3539,output26_34_0,11,7
3540,output26_35_0,11,7
3541,output26_36_0,11,7
3542,output26_37_0,11,8
3543,output26_38_0,8,9
3544,output26_39_0,10,10
3545,output26_3_0,13,13
3546,output26_40_0,10,10
3547,output26_41_0,8,7
3548,output26_42_0,10,13
3549,output26_43_0,10,13
3550,output26_44_0,10,13
3551,output26_45_0,10,13
3552,output26_46_0,9,16
3553,output26_47_0,8,14
3554,output26_48_0,8,14
3555,output26_49_0,6,11
3556,output26_4_0,16,13
3557,output26_50_0,6,11
3558,output26_51_0,6,11
3559,output26_52_0,6,14
3560,output26_53_0,6,14
3561,output26_54_0,5,14
3562,output26_55_0,17,9
3563,output26_56_0,17,9
3564,output26_57_0,17,8
3565,output26_58_0,17,9
3566,output26_59_0,16,10
3567,output26_5_0,16,13
3568,output26_60_0,17,10
3569,output26_61_0,17,13
3570,output26_62_0,17,13
3571,output26_63_0,16,13
3572,output26_64_0,17,5
3573,output26_65_0,18,10
3574,output26_66_0,18,8
3575,output26_67_0,17,5
3576,output26_68_0,18,10
3577,output26_69_0,16,10
3578,output26_6_0,15,15
3579,output26_70_0,16,12
3580,output26_71_0,17,13
3581,output26_72_0,3,8
3582,output26_73_0,2,10
3583,output26_74_0,2,11
3584,output26_75_0,6,11
3585,output26_76_0,9,12
3586,output26_77_0,5,14
3587,output26_78_0,12,7
3588,output26_79_0,11,8
3589,output26_7_0,10,18
3590,output26_80_0,8,14
3591,output26_81_0,9,16
3592,output26_82_0,12,12
3593,output26_83_0,13,13
3594,output26_84_0,14,13
3595,output26_85_0,15,12
3596,output26_86_0,17,13
3597,output26_87_0,17,13
3598,output26_88_0,17,13
3599,output26_89_0,17,13
3600,output26_8_0,4,15
3601,output26_90_0,18,13
3602,output26_91_0,18,13
3603,output26_92_0,18,17
3604,output26_93_0,18,16
3605,output26_94_0,18,17
3606,output26_95_0,18,17
3607,output26_96_0,18,17
3608,output26_97_0,18,18
3609,output26_98_0,10,18
3610,output26_99_0,2,18
3611,output26_9_0,3,15
3612,output27_0_0,14,12
3613,output27_10_0,2,12
3614,output27_11_0,4,16
3615,output27_12_0,3,12
3616,output27_13_0,5,14
3617,output27_14_0,5,14
3618,output27_15_0,5,15
3619,output27_16_0,4,16
3620,output27_17_0,9,18
3621,output27_18_0,9,18
3622,output27_19_0,9,18
3623,output27_1_0,14,12
3624,output27_20_0,10,18
3625,output27_21_0,9,18
3626,output27_22_0,7,2
3627,output27_23_0,7,2
3628,output27_24_0,7,2
3629,output27_25_0,9,0
3630,output27_26_0,11,0
3631,output27_27_0,11,2
3632,output27_28_0,11,2
3633,output27_29_0,11,1
3634,output27_2_0,15,13
3635,output27_30_0,11,5
3636,output27_31_0,11,5
3637,output27_32_0,12,5
3638,output27_33_0,11,7
3639,output27_34_0,11,7
3640,output27_35_0,11,7
3641,output27_36_0,11,7
3642,output27_37_0,12,9
3643,output27_38_0,12,9
3644,output27_39_0,11,9
3645,output27_3_0,13,17
3646,output27_40_0,11,10
3647,output27_41_0,11,10
3648,output27_42_0,11,10
3649,output27_43_0,10,10
3650,output27_44_0,10,10
3651,output27_45_0,10,10
3652,output27_46_0,10,13
3653,output27_47_0,10,13
3654,output27_48_0,10,13
3655,output27_49_0,6,11
3656,output27_4_0,16,13
3657,output27_50_0,6,11
3658,output27_51_0,7,11
3659,output27_52_0,7,14
3660,output27_53_0,7,14
3661,output27_54_0,6,14
3662,output27_55_0,6,14
3663,output27_56_0,5,14
3664,output27_57_0,5,15
3665,output27_58_0,18,10
3666,output27_59_0,17,9
3667,output27_5_0,17,13
3668,output27_60_0,17,10
3669,output27_61_0,17,13
3670,output27_62_0,17,13
3671,output27_63_0,17,13
3672,output27_64_0,17,15
3673,output27_65_0,17,15
3674,output27_66_0,17,9
3675,output27_67_0,18,8
3676,output27_68_0,18,10
3677,output27_69_0,17,13
3678,output27_6_0,14,18
3679,output27_70_0,10,13
3680,output27_71_0,10,13
3681,output27_72_0,3,9
3682,output27_73_0,6,11
3683,output27_74_0,6,11
3684,output27_75_0,6,11
3685,output27_76_0,9,12
3686,output27_77_0,6,14
3687,output27_78_0,12,7
3688,output27_79_0,11,9
3689,output27_7_0,9,16
3690,output27_80_0,9,16
3691,output27_81_0,14,10
3692,output27_82_0,12,12
3693,output27_83_0,15,13
3694,output27_84_0,13,13
3695,output27_85_0,15,12
3696,output27_86_0,16,13
3697,output27_87_0,14,17
3698,output27_88_0,14,17
3699,output27_89_0,14,17
3700,output27_8_0,5,14
3701,output27_90_0,18,13
3702,output27_91_0,18,17
3703,output27_92_0,18,17
3704,output27_93_0,18,17
3705,output27_94_0,18,17
3706,output27_95_0,18,18
3707,output27_96_0,10,18
3708,output27_97_0,10,18
3709,output27_98_0,10,18
3710,output27_99_0,10,18
3711,output27_9_0,3,12
3712,output28_0_0,14,12
3713,output28_10_0,3,12
3714,output28_11_0,5,11
3715,output28_12_0,5,14
3716,output28_13_0,5,14
3717,output28_14_0,5,15
3718,output28_15_0,5,16
3719,output28_16_0,4,16
3720,output28_17_0,9,18
3721,output28_18_0,9,18
3722,output28_19_0,9,18
3723,output28_1_0,14,12
3724,output28_20_0,9,18
3725,output28_21_0,9,18
3726,output28_22_0,9,0
3727,output28_23_0,9,0
3728,output28_24_0,7,0
3729,output28_25_0,9,2
3730,output28_26_0,11,0
3731,output28_27_0,12,1
3732,output28_28_0,11,1
3733,output28_29_0,11,1
3734,output28_2_0,15,13
3735,output28_30_0,12,1
3736,output28_31_0,12,5
3737,output28_32_0,14,3
3738,output28_33_0,12,7
3739,output28_34_0,12,7
3740,output28_35_0,12,7
3741,output28_36_0,12,9
3742,output28_37_0,12,9
3743,output28_38_0,12,9
3744,output28_39_0,12,10
3745,output28_3_0,16,16
3746,output28_40_0,12,10
3747,output28_41_0,12,10
3748,output28_42_0,11,8
3749,output28_43_0,11,10
3750,output28_44_0,12,16
3751,output28_45_0,8,7
3752,output28_46_0,10,13
3753,output28_47_0,10,13
3754,output28_48_0,10,13
3755,output28_49_0,6,11
3756,output28_4_0,17,13
3757,output28_50_0,8,11
3758,output28_51_0,8,12
3759,output28_52_0,8,14
3760,output28_53_0,8,14
3761,output28_54_0,7,14
3762,output28_55_0,7,14
3763,output28_56_0,6,14
3764,output28_57_0,6,14
3765,output28_58_0,6,15
3766,output28_59_0,3,12
3767,output28_5_0,18,17
3768,output28_60_0,5,14
3769,output28_61_0,5,13
3770,output28_62_0,18,12
3771,output28_63_0,18,13
3772,output28_64_0,17,13
3773,output28_65_0,7,0
3774,output28_66_0,7,2
3775,output28_67_0,7,2
3776,output28_68_0,11,2
3777,output28_69_0,11,5
3778,output28_6_0,10,17
3779,output28_70_0,11,5
3780,output28_71_0,9,7
3781,output28_72_0,11,8
3782,output28_73_0,6,11
3783,output28_74_0,6,11
3784,output28_75_0,11,10
3785,output28_76_0,7,14
3786,output28_77_0,7,14
3787,output28_78_0,7,14
3788,output28_79_0,12,7
3789,output28_7_0,7,15
3790,output28_80_0,14,9
3791,output28_81_0,14,9
3792,output28_82_0,14,12
3793,output28_83_0,14,12
3794,output28_84_0,15,13
3795,output28_85_0,15,13
3796,output28_86_0,16,15
3797,output28_87_0,14,17
3798,output28_88_0,15,17
3799,output28_89_0,14,18
3800,output28_8_0,5,14
3801,output28_90_0,14,17
3802,output28_91_0,14,18
3803,output28_92_0,16,18
3804,output28_93_0,16,18
3805,output28_94_0,12,18
3806,output28_95_0,10,18
3807,output28_96_0,10,18
3808,output28_97_0,9,18
3809,output28_98_0,10,18
3810,output28_99_0,3,18
3811,output28_9_0,3,12
3812,output29_0_0,15,12
3813,output29_10_0,5,12
3814,output29_11_0,5,14
3815,output29_12_0,5,14
3816,output29_13_0,5,16
3817,output29_14_0,6,15
3818,output29_15_0,7,15
3819,output29_16_0,9,18
3820,output29_17_0,9,18
3821,output29_18_0,9,18
3822,output29_19_0,9,18
3823,output29_1_0,15,12
3824,output29_20_0,9,18
3825,output29_21_0,9,1
3826,output29_22_0,9,0
3827,output29_23_0,7,0
3828,output29_24_0,7,0
3829,output29_25_0,9,2
3830,output29_26_0,11,0
3831,output29_27_0,11,1
3832,output29_28_0,11,3
3833,output29_29_0,14,3
3834,output29_2_0,17,13
3835,output29_30_0,13,5
3836,output29_31_0,13,5
3837,output29_32_0,13,5
3838,output29_33_0,12,7
3839,output29_34_0,12,7
3840,output29_35_0,12,7
3841,output29_36_0,13,7
3842,output29_37_0,12,9
3843,output29_38_0,12,10
3844,output29_39_0,12,9
3845,output29_3_0,16,15
3846,output29_40_0,12,7
3847,output29_41_0,12,7
3848,output29_42_0,12,13
3849,output29_43_0,13,12
3850,output29_44_0,12,10
3851,output29_45_0,11,15
3852,output29_46_0,8,8
3853,output29_47_0,8,8
3854,output29_48_0,11,15
3855,output29_49_0,9,10
3856,output29_4_0,18,17
3857,output29_50_0,10,13
3858,output29_51_0,10,13
3859,output29_52_0,8,14
3860,output29_53_0,8,14
3861,output29_54_0,8,14
3862,output29_55_0,8,15
3863,output29_56_0,7,14
3864,output29_57_0,7,15
3865,output29_58_0,9,16
3866,output29_59_0,5,12
3867,output29_5_0,13,17
3868,output29_60_0,5,14
3869,output29_61_0,5,14
3870,output29_62_0,5,14
3871,output29_63_0,8,1
3872,output29_64_0,7,0
3873,output29_65_0,7,2
3874,output29_66_0,9,2
3875,output29_67_0,9,2
3876,output29_68_0,11,4
3877,output29_69_0,8,5
3878,output29_6_0,9,16
3879,output29_70_0,8,8
3880,output29_71_0,11,7
3881,output29_72_0,12,7
3882,output29_73_0,5,11
3883,output29_74_0,8,11
3884,output29_75_0,5,11
3885,output29_76_0,8,14
3886,output29_77_0,7,14
3887,output29_78_0,8,14
3888,output29_79_0,8,14
3889,output29_7_0,5,14
3890,output29_80_0,9,16
3891,output29_81_0,11,15
3892,output29_82_0,14,12
3893,output29_83_0,14,12
3894,output29_84_0,15,13
3895,output29_85_0,15,13
3896,output29_86_0,15,15
3897,output29_87_0,14,17
3898,output29_88_0,15,15
3899,output29_89_0,14,17
3900,output29_8_0,5,10
3901,output29_90_0,14,17
3902,output29_91_0,14,18
3903,output29_92_0,12,18
3904,output29_93_0,12,18
3905,output29_94_0,13,17
3906,output29_95_0,12,18
3907,output29_96_0,9,18
3908,output29_97_0,9,18
3909,output29_98_0,10,18
3910,output29_99_0,9,18
3911,output29_9_0,5,14
3912,output2_0_0,18,10
3913,output2_0_1,18,10
3914,output2_10_0,2,11
3915,output2_10_1,10,18
3916,output2_11_0,11,15
3917,output2_11_1,9,16
3918,output2_12_0,11,17
3919,output2_12_1,9,16
3920,output2_13_0,14,18
3921,output2_13_1,9,16
3922,output2_14_0,10,13
3923,output2_14_1,9,18
3924,output2_15_0,10,17
3925,output2_15_1,9,16
3926,output2_16_0,11,15
3927,output2_16_1,12,7
3928,output2_17_0,9,16
3929,output2_17_1,12,7
3930,output2_18_0,16,8
3931,output2_18_1,11,7
3932,output2_19_0,15,10
3933,output2_19_1,9,7
3934,output2_1_0,18,13
3935,output2_1_1,18,13
3936,output2_20_0,18,10
3937,output2_20_1,6,7
3938,output2_21_0,18,10
3939,output2_21_1,8,7
3940,output2_22_0,17,13
3941,output2_22_1,8,8
3942,output2_23_0,5,0
3943,output2_23_1,8,8
3944,output2_24_0,12,1
3945,output2_24_1,8,9
3946,output2_25_0,11,1
3947,output2_25_1,8,8
3948,output2_26_0,11,2
3949,output2_26_1,8,9
3950,output2_27_0,7,2
3951,output2_27_1,8,11
3952,output2_28_0,7,2
3953,output2_28_1,8,9
3954,output2_29_0,12,2
3955,output2_29_1,7,11
3956,output2_2_0,18,13
3957,output2_2_1,18,13
3958,output2_30_0,11,3
3959,output2_30_1,7,11
3960,output2_31_0,11,1
3961,output2_31_1,7,14
3962,output2_32_0,14,3
3963,output2_32_1,7,14
3964,output2_33_0,12,5
3965,output2_33_1,9,3
3966,output2_34_0,12,5
3967,output2_34_1,9,5
3968,output2_35_0,12,7
3969,output2_35_1,8,7
3970,output2_36_0,11,7
3971,output2_36_1,9,7
3972,output2_37_0,12,9
3973,output2_37_1,8,7
3974,output2_38_0,12,9
3975,output2_38_1,9,7
3976,output2_39_0,12,11
3977,output2_39_1,4,6
3978,output2_3_0,12,8
3979,output2_3_1,18,17
3980,output2_40_0,12,11
3981,output2_40_1,7,2
3982,output2_41_0,7,11
3983,output2_41_1,7,2
3984,output2_42_0,10,10
3985,output2_42_1,4,6
3986,output2_43_0,10,13
3987,output2_43_1,2,6
3988,output2_44_0,10,13
3989,output2_44_1,1,7
3990,output2_45_0,9,15
3991,output2_45_1,1,7
3992,output2_46_0,12,7
3993,output2_46_1,1,9
3994,output2_47_0,11,7
3995,output2_47_1,2,10
3996,output2_48_0,11,8
3997,output2_48_1,2,11
3998,output2_49_0,9,7
3999,output2_49_1,2,11
4000,output2_4_0,14,10
4001,output2_4_1,18,17
4002,output2_50_0,8,7
4003,output2_50_1,2,12
4004,output2_51_0,9,7
4005,output2_51_1,6,14
4006,output2_52_0,8,7
4007,output2_52_1,7,14
4008,output2_53_0,9,5
4009,output2_53_1,8,14
4010,output2_54_0,11,3
4011,output2_54_1,10,13
4012,output2_55_0,11,9
4013,output2_55_1,10,13
4014,output2_56_0,10,10
4015,output2_56_1,10,13
4016,output2_57_0,10,10
4017,output2_57_1,7,14
4018,output2_58_0,11,10
4019,output2_58_1,7,14
4020,output2_59_0,10,13
4021,output2_59_1,8,15
4022,output2_5_0,18,17
4023,output2_5_1,18,17
4024,output2_60_0,11,12
4025,output2_60_1,7,15
4026,output2_61_0,10,13
4027,output2_61_1,9,16
4028,output2_62_0,10,13
4029,output2_62_1,10,13
4030,output2_63_0,10,13
4031,output2_63_1,10,13
4032,output2_64_0,11,15
4033,output2_64_1,10,15
4034,output2_65_0,11,15
4035,output2_65_1,11,15
4036,output2_66_0,10,10
4037,output2_66_1,16,5
4038,output2_67_0,10,10
4039,output2_67_1,16,5
4040,output2_68_0,10,13
4041,output2_68_1,16,5
4042,output2_69_0,10,13
4043,output2_69_1,15,8
4044,output2_6_0,12,9
4045,output2_6_1,18,17
4046,output2_70_0,10,13
4047,output2_70_1,15,8
4048,output2_71_0,11,15
4049,output2_71_1,15,10
4050,output2_72_0,9,16
4051,output2_72_1,14,9
4052,output2_73_0,10,18
4053,output2_73_1,14,10
4054,output2_74_0,9,18
4055,output2_74_1,16,12
4056,output2_75_0,10,18
4057,output2_75_1,16,13
4058,output2_76_0,14,10
4059,output2_76_1,15,13
4060,output2_77_0,12,9
4061,output2_77_1,14,15
4062,output2_78_0,9,10
4063,output2_78_1,15,16
4064,output2_79_0,12,13
4065,output2_79_1,15,10
4066,output2_7_0,2,11
